,Name,Rarity,Quantity,Price,Expansion,Finish,Language,Condition
9043,CHALICE OF THE VOID,RARE,4.0,40.0,MIRRODIN,NORMAL,ENGLISH,NEAR MINT
9117,SEAT OF THE SYNOD,COMMON,2.0,40.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
9277,"BORDERLESS UGIN, THE SPIRIT DRAGON",MYTHIC,10.0,40.0,CORE SET 2021,FOIL,ENGLISH,NEAR MINT
9498,"ANIMAR, SOUL OF ELEMENTS",MYTHIC,2.0,40.0,MASTERS 25,FOIL,ENGLISH,NEAR MINT
9914,"GISELA, BLADE OF GOLDNIGHT",MYTHIC,2.0,40.0,AVACYN RESTORED,FOIL,ENGLISH,NEAR MINT
9988,ECHO OF EONS,MYTHIC,2.0,40.0,MODERN HORIZONS,FOIL,ENGLISH,NEAR MINT
10053,SERRA THE BENEVOLENT,MYTHIC,3.0,40.0,MODERN HORIZONS,FOIL,ENGLISH,NEAR MINT
10153,THE SCARAB GOD,MYTHIC,4.0,40.0,HOURS OF DEVESTATION,FOIL,ENGLISH,NEAR MINT
10568,COUNTERSPELL (JP ALT ART),RARE,5.0,40.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
10927,MAYAEL THE ANIMA,MYTHIC,1.0,40.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
10952,"SEDRIS, THE TRAITOR KING",MYTHIC,2.0,40.0,SHARDS OF ALARA,FOIL,ENGLISH,NEAR MINT
11141,"GODO, BANDIT WARLORD",RARE,2.0,40.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11399,"GHIDORAH, KING OF THE COSMOS",MYTHIC,13.0,40.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
12067,"ELESH NORN, GRAND CENOBITE",MYTHIC,2.0,40.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12077,"JIN-GITAXIAS, CORE AUGUR",MYTHIC,2.0,40.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12133,UNWINDING CLOCK,RARE,4.0,40.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12211,"JACE, THE MIND SCULPTOR",,1.0,40.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
977,"OBORO, PALACE IN THE CLOUDS",RARE,2.0,40.0,SAVIORS OF KAMIGAWA,NORMAL,ENGLISH,LIGHT PLAY
1516,GREATER AURAMANCY,RARE,4.0,40.0,SHADOWMOOR,NORMAL,ENGLISH,LIGHT PLAY
5118,DOUBLING SEASON,RARE,4.0,40.0,RAVNICA,NORMAL,ENGLISH,LIGHT PLAY
9041,CHALICE OF THE VOID,RARE,6.0,40.0,MIRRODIN,NORMAL,ENGLISH,LIGHT PLAY
4460,EYE OF UGIN,RARE,2.0,38.0,ZENDIKAR EXPEDITIONS,FOIL,ENGLISH,NEAR MINT
12193,ENLIGHTENED TUTOR,,14.0,38.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
50,EXTENDED ART SHADOWSPEAR,RARE,4.0,36.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
252,TWILIGHT PROPHET,MYTHIC,4.0,36.0,RIVALS OF IXALAN,FOIL,ENGLISH,NEAR MINT
1085,FLOODED STRAND,MYTHIC,20.0,36.0,ZENDIKAR RISING EXPEDITIONS,NORMAL,ENGLISH,NEAR MINT
1120,WOODED FOOTHILLS,MYTHIC,16.0,36.0,ZENDIKAR RISING EXPEDITIONS,NORMAL,ENGLISH,NEAR MINT
4457,CASCADE BLUFFS,RARE,4.0,36.0,ZENDIKAR EXPEDITIONS,FOIL,ENGLISH,NEAR MINT
6082,SWORD OF FIRE AND ICE,RARE,4.0,36.0,DARKSTEEL,NORMAL,ENGLISH,NEAR MINT
6634,THE GREAT HENGE,MYTHIC,2.0,36.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
11947,PHYREXIAN ARENA,RARE,4.0,36.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
12229,NECROPOTENCE,,4.0,36.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
23,EXTENDED ART DRYAD OF THE ILYSIAN GROVE,RARE,1.0,35.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
67,EXTENDED ART UNDERWORLD BREACH,RARE,3.0,35.0,THEROS BEYOND DEATH,FOIL,ENGLISH,NEAR MINT
928,"ERAYO, SORATAMI ASCENDANT",RARE,2.0,35.0,SAVIORS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
1092,MISTY RAINFOREST,MYTHIC,4.0,35.0,ZENDIKAR RISING EXPEDITIONS,NORMAL,ENGLISH,NEAR MINT
1102,SCALDING TARN,MYTHIC,5.0,35.0,ZENDIKAR RISING EXPEDITIONS,NORMAL,ENGLISH,NEAR MINT
1256,"EMRAKUL, THE AEONS TORN",MYTHIC,3.0,35.0,RISE OF THE ELDRAZI,NORMAL,ENGLISH,NEAR MINT
1269,INQUISITION OF KOZILEK,UNCOMMON,3.0,35.0,RISE OF THE ELDRAZI,FOIL,ENGLISH,NEAR MINT
1453,TEZZERET THE SEEKER,MYTHIC,3.0,35.0,WAR OF THE SPARK MYTHIC EDITION,FOIL,ENGLISH,NEAR MINT
1577,SAVOR THE MOMENT,RARE,1.0,35.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
2256,SWAN SONG,RARE,4.0,35.0,THEROS,FOIL,ENGLISH,NEAR MINT
2465,SWORD OF FIRE AND ICE,MYTHIC,6.0,35.0,MODERN MASTERS,NORMAL,ENGLISH,NEAR MINT
2472,TOOTH AND NAIL,RARE,2.0,35.0,MODERN MASTERS,FOIL,ENGLISH,NEAR MINT
2504,GHOST QUARTER,UNCOMMON,2.0,35.0,DISSENSION,FOIL,ENGLISH,NEAR MINT
2605,SCULPTING STEEL,S,2.0,35.0,KALADESH INVENTIONS,FOIL,ENGLISH,NEAR MINT
2611,STEEL OVERSEER,S,4.0,35.0,KALADESH INVENTIONS,FOIL,ENGLISH,NEAR MINT
2620,VEDALKEN SHACKLES,S,2.0,35.0,KALADESH INVENTIONS,FOIL,ENGLISH,NEAR MINT
2651,CRUCIBLE OF WORLDS,RARE,3.0,35.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2683,HURKYL'S RECALL,RARE,2.0,35.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2735,TIME STOP,RARE,2.0,35.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2745,UNDERGROUND RIVER,RARE,2.0,35.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2949,WOODED FOOTHILLS,RARE,1.0,35.0,KHANS OF TARKIR,FOIL,ENGLISH,NEAR MINT
3163,FIST OF SUNS,RARE,2.0,35.0,FIFTH DAWN,FOIL,ENGLISH,NEAR MINT
3174,KRARK-CLAN IRONWORKS,UNCOMMON,2.0,35.0,FIFTH DAWN,FOIL,ENGLISH,NEAR MINT
3743,SOLITUDE,MYTHIC,2.0,35.0,MODERN HORIZONS 2,FOIL,ENGLISH,NEAR MINT
3745,SOLITUDE (BORDERLESS),MYTHIC,20.0,35.0,MODERN HORIZONS 2,NORMAL,ENGLISH,NEAR MINT
3901,AUNTIE'S HOVEL,RARE,3.0,35.0,LORWYN,FOIL,ENGLISH,NEAR MINT
3913,CRYPTIC COMMAND,RARE,2.0,35.0,LORWYN,FOIL,ENGLISH,NEAR MINT
3956,LILIANA VESS,RARE,2.0,35.0,LORWYN,FOIL,ENGLISH,NEAR MINT
4467,GRAVEN CAIRNS,RARE,3.0,35.0,ZENDIKAR EXPEDITIONS,FOIL,ENGLISH,NEAR MINT
4651,"KIRA, GREAT GLASS-SPINNER",RARE,2.0,35.0,BETRAYERS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
4659,MIRROR GALLERY,RARE,2.0,35.0,BETRAYERS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
5023,"EMRAKUL, THE AEONS TORN",MYTHIC,1.0,35.0,MODERN MASTERS 2015,FOIL,ENGLISH,NEAR MINT
5098,CHORD OF CALLING,RARE,2.0,35.0,RAVNICA,FOIL,ENGLISH,NEAR MINT
5168,"SAVRA, QUEEN OF THE GOLGARI",RARE,2.0,35.0,RAVNICA,FOIL,ENGLISH,NEAR MINT
5392,ARMAGEDDON,,3.0,35.0,AMONKHET INVOCATIONS,FOIL,ENGLISH,NEAR MINT
5420,LOYAL RETAINERS,S,2.0,35.0,AMONKHET INVOCATIONS,FOIL,ENGLISH,NEAR MINT
5422,MIND TWIST,S,2.0,35.0,AMONKHET INVOCATIONS,FOIL,ENGLISH,NEAR MINT
5972,PHANTASMAL IMAGE,RARE,3.0,35.0,M12 CORE SET,FOIL,ENGLISH,NEAR MINT
6536,EXTENDED ART CASTLE VANTRESS,RARE,2.0,35.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6544,EXTENDED ART EMRY LURKER OF THE LOCH,RARE,2.0,35.0,THRONE OF ELDRAINE,FOIL,ENGLISH,NEAR MINT
6851,MONASTERY SWIFTSPEAR,S,4.0,35.0,TIME SPIRAL REMASTERED,FOIL,ENGLISH,NEAR MINT
8012,"AVACYN, ANGEL OF HOPE",MYTHIC,3.0,35.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8050,NECROPOTENCE,MYTHIC,4.0,35.0,ICONIC MASTERS,FOIL,ENGLISH,NEAR MINT
8711,ASHIOK DREAM RENDER (JPN ALTERNATE ART),UNCOMMON,2.0,35.0,WAR OF THE SPARK,FOIL,JAPANESE,NEAR MINT
8721,CHANDRA FIRE ARTISAN (JPN ALTERNATE ART),RARE,2.0,35.0,WAR OF THE SPARK,FOIL,JAPANESE,NEAR MINT
8755,GIDEON BLACKBLADE (JPN ALTERNATE ART),MYTHIC,2.0,35.0,WAR OF THE SPARK,FOIL,JAPANESE,NEAR MINT
9165,BLOOD MOON,RARE,2.0,35.0,8TH EDITION,FOIL,ENGLISH,NEAR MINT
9394,"SHOWCASE UGIN, THE SPIRIT DRAGON (285)",MYTHIC,6.0,35.0,CORE SET 2021,FOIL,ENGLISH,NEAR MINT
9547,"JACE, THE MIND SCULPTOR",MYTHIC,6.0,35.0,MASTERS 25,NORMAL,ENGLISH,NEAR MINT
9548,"JACE, THE MIND SCULPTOR",MYTHIC,1.0,35.0,MASTERS 25,FOIL,ENGLISH,NEAR MINT
10035,"MOROPHON, THE BOUNDLESS",MYTHIC,4.0,35.0,MODERN HORIZONS,FOIL,ENGLISH,NEAR MINT
10071,SUNBAKED CANYON,RARE,5.0,35.0,MODERN HORIZONS,FOIL,ENGLISH,NEAR MINT
10142,"RAZAKETH, THE FOULBLOODED",MYTHIC,1.0,35.0,HOURS OF DEVESTATION,FOIL,ENGLISH,NEAR MINT
10593,DEMONIC TUTOR (FOIL ETCHED),MYTHIC,4.0,35.0,STRIXHAVEN MYSTICAL ARCHIVE,NORMAL,ENGLISH,NEAR MINT
10736,TEFERI'S PROTECTION,MYTHIC,4.0,35.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,ENGLISH,NEAR MINT
10738,TEFERI'S PROTECTION (JP ALT ART),MYTHIC,4.0,35.0,STRIXHAVEN MYSTICAL ARCHIVE,FOIL,JAPANESE,NEAR MINT
11186,MARROW-GNAWER,RARE,2.0,35.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11242,UBA MASK,RARE,2.0,35.0,CHAMPIONS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
11385,EXTENDED ART WINOTA JOINER OF FORCES,MYTHIC,3.0,35.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11929,GREATER GOOD,RARE,2.0,35.0,9TH EDITION,FOIL,ENGLISH,NEAR MINT
12008,ALLOSAURUS SHEPHERD,MYTHIC,9.0,35.0,JUMPSTART,NORMAL,ENGLISH,NEAR MINT
12080,KARN LIBERATED,MYTHIC,2.0,35.0,NEW PHYREXIA,FOIL,ENGLISH,NEAR MINT
12212,"JACE, THE MIND SCULPTOR",,4.0,35.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
1285,"KOZILEK, BUTCHER OF TRUTH",MYTHIC,4.0,35.0,RISE OF THE ELDRAZI,NORMAL,ENGLISH,LIGHT PLAY
3549,WAVES OF AGGRESSION,RARE,2.0,33.0,EVENTIDE,FOIL,ENGLISH,NEAR MINT
3606,ENDURANCE,MYTHIC,1.0,33.0,MODERN HORIZONS 2,FOIL,ENGLISH,NEAR MINT
4463,FLOODED GROVE,RARE,4.0,33.0,ZENDIKAR EXPEDITIONS,FOIL,ENGLISH,NEAR MINT
363,GREEN SUN'S ZENITH,RARE,1.0,32.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
2933,POLLUTED DELTA,RARE,24.0,32.0,KHANS OF TARKIR,NORMAL,ENGLISH,NEAR MINT
2948,WINDSWEPT HEATH,RARE,4.0,32.0,KHANS OF TARKIR,FOIL,ENGLISH,NEAR MINT
4843,CRUCIBLE OF WORLDS,MYTHIC,4.0,32.0,CORE SET 2019,FOIL,ENGLISH,NEAR MINT
5919,THRUMMING STONE,RARE,3.0,32.0,COLDSNAP,NORMAL,ENGLISH,NEAR MINT
8791,"LILIANA, DREADHORDE GENERAL",MYTHIC,2.0,32.0,WAR OF THE SPARK,FOIL,ENGLISH,NEAR MINT
9105,PROTEUS STAFF,RARE,2.0,32.0,MIRRODIN,FOIL,ENGLISH,NEAR MINT
10203,BITTERBLOSSOM,RARE,6.0,32.0,MORNINGTIDE,NORMAL,ENGLISH,NEAR MINT
11376,EXTENDED ART SHARK TYPHOON,RARE,7.0,32.0,IKORIA LAIR OF BEHEMOTHS,FOIL,ENGLISH,NEAR MINT
11643,"BOSEIJU, WHO ENDURES (EXTENDED ART)",RARE,2.0,32.0,KAMIGAWA NEON DYNASTY,FOIL,ENGLISH,NEAR MINT
12213,KARAKAS,,1.0,32.0,ETERNAL MASTERS,FOIL,ENGLISH,NEAR MINT
12261,VAMPIRIC TUTOR,,10.0,32.0,ETERNAL MASTERS,NORMAL,ENGLISH,NEAR MINT
12294,"EMRAKUL, THE PROMISED END",,12.0,32.0,ELDRITCH MOON,NORMAL,ENGLISH,NEAR MINT
357,DARKSTEEL PLATE,RARE,2.0,30.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
377,PHYREXIAN CRUSADER,RARE,2.0,30.0,MIRRODIN BESIEGED,FOIL,ENGLISH,NEAR MINT
613,TIAMAT (BORDERLESS),MYTHIC,3.0,30.0,ADVENTURES IN THE FORGOTTEN REALMS,FOIL,ENGLISH,NEAR MINT
911,"XENAGOS, GOD OF REVELS",MYTHIC,1.0,30.0,BORN OF THE GODS,FOIL,ENGLISH,NEAR MINT
999,SKYFIRE KIRIN,RARE,2.0,30.0,SAVIORS OF KAMIGAWA,FOIL,ENGLISH,NEAR MINT
1099,PRISMATIC VISTA,MYTHIC,7.0,30.0,ZENDIKAR RISING EXPEDITIONS,FOIL,ENGLISH,NEAR MINT
1297,NIRKANA REVENANT,MYTHIC,2.0,30.0,RISE OF THE ELDRAZI,FOIL,ENGLISH,NEAR MINT
1361,SHATTERING SPREE,UNCOMMON,2.0,30.0,GUILDPACT,FOIL,ENGLISH,NEAR MINT
1490,ENCHANTED EVENING,RARE,2.0,30.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
1563,PRISMATIC OMEN,RARE,2.0,30.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
1593,UMBRAL MANTLE,UNCOMMON,2.0,30.0,SHADOWMOOR,FOIL,ENGLISH,NEAR MINT
2038,BREEDING POOL,RARE,4.0,30.0,GATECRASH,FOIL,ENGLISH,NEAR MINT
2065,HELLKITE TYRANT,MYTHIC,4.0,30.0,GATECRASH,FOIL,ENGLISH,NEAR MINT
2102,BLACKCLEAVE CLIFFS,RARE,2.0,30.0,SCARS OF MIRRODIN,FOIL,ENGLISH,NEAR MINT
2203,WURMCOIL ENGINE,MYTHIC,2.0,30.0,SCARS OF MIRRODIN,FOIL,ENGLISH,NEAR MINT
2206,HALLOWED HAUNTING,MYTHIC,1.0,30.0,INNISTRAD DOUBLE FEATURE,FOIL,ENGLISH,NEAR MINT
2209,NECRODUALITY,MYTHIC,2.0,30.0,INNISTRAD DOUBLE FEATURE,FOIL,ENGLISH,NEAR MINT
2292,"GISHATH, SUN'S AVATAR",MYTHIC,2.0,30.0,IXALAN,FOIL,ENGLISH,NEAR MINT
2376,DARK CONFIDANT,MYTHIC,2.0,30.0,MODERN MASTERS,FOIL,ENGLISH,NEAR MINT
2405,GRAND ARBITER AUGUSTIN IV,RARE,2.0,30.0,MODERN MASTERS,FOIL,ENGLISH,NEAR MINT
2547,TIDESPOUT TYRANT,RARE,1.0,30.0,DISSENSION,FOIL,ENGLISH,NEAR MINT
2583,DUPLICANT,S,3.0,30.0,KALADESH INVENTIONS,FOIL,ENGLISH,NEAR MINT
2624,ABUNDANCE,RARE,2.0,30.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2695,LORD OF THE UNDEAD,RARE,2.0,30.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2733,SULFUROUS SPRINGS,RARE,2.0,30.0,10TH EDITION,FOIL,ENGLISH,NEAR MINT
2880,MASTER OF CRUELTIES,MYTHIC,1.0,30.0,DRAGON S MAZE,FOIL,ENGLISH,NEAR MINT
3187,PLUNGE INTO DARKNESS,RARE,1.0,30.0,FIFTH DAWN,FOIL,ENGLISH,NEAR MINT
3228,"ARLINN, THE PACK'S HOPE / ARLINN, THE MOON'S FURY (SHOWCASE)",MYTHIC,3.0,30.0,INNISTRAD MIDNIGHT HUNT,FOIL,ENGLISH,NEAR MINT
3489,GLEN ELENDRA ARCHMAGE,RARE,2.0,30.0,EVENTIDE,FOIL,ENGLISH,NEAR MINT
3611,ESPER SENTINEL,RARE,16.0,30.0,MODERN HORIZONS 2,FOIL,ENGLISH,NEAR MINT
3674,MISTY RAINFOREST (RETRO FRAME),RARE,29.0,30.0,MODERN HORIZONS 2,NORMAL,ENGLISH,NEAR MINT
3744,SOLITUDE,MYTHIC,17.0,30.0,MODERN HORIZONS 2,NORMAL,ENGLISH,NEAR MINT
3801,VERDANT CATACOMBS (RETRO FRAME),RARE,1.0,30.0,MODERN HORIZONS 2,FOIL,ENGLISH,NEAR MINT
3851,LILIANA OF THE DARK REALMS,MYTHIC,3.0,30.0,M13 CORE SET,FOIL,ENGLISH,NEAR MINT
3897,AJANI GOLDMANE,RARE,2.0,30.0,LORWYN,FOIL,ENGLISH,NEAR MINT
3937,GILT-LEAF PALACE,RARE,2.0,30.0,LORWYN,FOIL,ENGLISH,NEAR MINT
3971,NATH OF THE GILT-LEAF,RARE,2.0,30.0,LORWYN,FOIL,ENGLISH,NEAR MINT
